,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,num_venues,venue_senti,num_stations
1617,BURJ KHALIFA,25.190265,55.281546,810000,727,1114.17,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1618,MARSA DUBAI,25.08333,55.144753,1000000,660,1515.15,1,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1619,MARSA DUBAI,25.068933,55.128814,930000,723,1286.31,1,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,100,8.448,0
1620,MARSA DUBAI,25.089393,55.147796,1800000,1328,1355.42,2,3,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
1621,JABAL ALI FIRST,25.030322,55.149141,850000,1398,608.01,2,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,49,7.887755102040816,2
1622,AL HEBIAH FOURTH,25.038332,55.20485600000001,550000,1322,416.04,2,3,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,12,8.208333333333334,0
1623,BURJ KHALIFA,25.201842000000003,55.280473,1600000,742,2156.33,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,100,8.701,1
1624,BUSINESS BAY,25.187683,55.2699,600000,485,1237.11,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,43,8.518604651162791,1
1625,JABAL ALI FIRST,25.025999,55.13875,675000,877,769.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7.887755102040816,2
1626,BUSINESS BAY,25.186038,55.29175,1170000,914,1280.09,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1627,BUSINESS BAY,25.186038,55.29175,2000000,2043,978.95,3,3,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1628,BUSINESS BAY,25.183133,55.25658000000001,1698000,1512,1123.02,2,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,43,8.518604651162791,1
1629,MARSA DUBAI,25.0967,55.139276,4335888,1700,2550.52,3,3,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1630,AL KHEERAN FIRST,25.194898,55.359464,3029888,1662,1823.04,3,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,8.6,0
1631,BURJ KHALIFA,25.203035,55.280662,2166888,1087,1993.46,2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1632,BURJ KHALIFA,25.195236,55.268641,4507888,1604,2810.4,3,3,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1633,AL HEBIAH THIRD,25.024108,55.24290799999999,718000,769,933.68,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8.1,0
1634,AL HEBIAH THIRD,25.024108,55.24290799999999,718000,769,933.68,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8.1,0
1635,AL HEBIAH THIRD,25.024108,55.24290799999999,546000,509,1072.69,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8.1,0
1636,AL HEBIAH THIRD,25.024108,55.24290799999999,718000,769,933.68,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8.1,0
1637,AL HEBIAH THIRD,25.024108,55.24290799999999,546000,509,1072.69,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8.1,0
1638,BUSINESS BAY,25.183515,55.26667,1870000,1237,1511.72,2,2,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1639,AL HEBIAH THIRD,25.013504,55.254337,1442977,1302,1108.28,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,0
1640,AL HEBIAH THIRD,25.013504,55.254337,1645000,1619,1016.06,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.1,0
1641,MARSA DUBAI,25.071077,55.125561,3690888,1747,2112.7,3,3,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.448,0
1642,BUSINESS BAY,25.183515,55.26667,709000,469,1511.73,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,8.518604651162791,1
1643,BUSINESS BAY,25.183515,55.26667,710000,465,1526.88,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,8.518604651162791,1
1644,BUSINESS BAY,25.183515,55.26667,713000,470,1517.02,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,8.518604651162791,1
1645,BUSINESS BAY,25.18813,55.282766,786000,466,1686.7,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1646,BUSINESS BAY,25.183515,55.26667,794000,471,1685.77,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1647,BUSINESS BAY,25.18813,55.282766,1288000,913,1410.73,2,2,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1648,BUSINESS BAY,25.183515,55.26667,690000,428,1612.15,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1649,BUSINESS BAY,25.183515,55.26667,999000,696,1435.34,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1650,BUSINESS BAY,25.183515,55.26667,2437000,1696,1436.91,3,3,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1651,BUSINESS BAY,25.183515,55.26667,2439000,1686,1446.62,3,3,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1652,BUSINESS BAY,25.183515,55.26667,2448000,1696,1443.4,3,3,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1653,BUSINESS BAY,25.183515,55.26667,2312000,1046,2210.33,1,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,8.518604651162791,1
1654,BUSINESS BAY,25.183515,55.26667,1644000,991,1658.93,2,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,8.518604651162791,1
1655,MARSA DUBAI,25.08726,55.145517000000005,3863000,1923,2008.84,3,4,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1656,MARSA DUBAI,25.08726,55.145517000000005,3890000,1939,2006.19,3,4,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1657,BUSINESS BAY,25.185823000000003,55.291922,1915000,2000,957.5,3,4,2,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,43,8.518604651162791,1
1658,AL THANYAH THIRD,25.088533,55.171838,1340000,1400,957.14,2,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,28,7.825,1
1659,BUSINESS BAY,25.187446,55.26749,560000,491,1140.53,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,8.518604651162791,1
1660,AL BARSHA SOUTH FOURTH,25.052742,55.20799399999999,999000,1574,634.69,2,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
1661,AL BARSHA SOUTH FOURTH,25.047618,55.211000000000006,1300000,1481,877.79,2,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
1662,MARSA DUBAI,25.072696,55.13586,2750000,1657,1659.63,3,4,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1663,MARSA DUBAI,25.09938,55.141275,2160888,1171,1845.34,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1664,AL THANYAH THIRD,25.07868,55.15786899999999,4278888,3607,1186.27,3,3,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,28,7.825,1
1665,JABAL ALI FIRST,25.033564,55.146640000000005,950000,1556,610.54,3,4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,49,7.887755102040816,2
1666,MARSA DUBAI,25.082485,55.139394,3900000,2170,1797.24,3,3,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,8.448,0
1667,AL THANYAH THIRD,25.092881,55.173619,620000,764,811.52,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28,7.825,1
1668,NADD AL SHIBA FIRST,25.175689,55.284458,700000,676,1035.5,1,2,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,11,8.754545454545454,0
1669,BURJ KHALIFA,25.198796,55.271342,1200000,831,1444.04,1,2,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
1670,AL THANYAH FIFTH,25.066988,55.141291,810000,889,911.14,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,8.21764705882353,2
1671,BURJ KHALIFA,25.19752,55.270168000000005,1100000,744,1478.49,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,8.701,1
1672,AL THANYAH THIRD,25.07868,55.15786899999999,3762888,2191,1717.43,3,3,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28,7.825,1
1673,BURJ KHALIFA,25.194761,55.282343,2299000,1445,1591.0,2,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1674,NAKHLAT JUMEIRA,25.12913,55.152902000000005,1800000,1158,1554.4,1,2,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
1675,AL HEBIAH FIRST,25.0476,55.248748,1000000,1642,609.01,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,31,7.958064516129032,0
1676,AL BARSHA SOUTH FOURTH,25.04866,55.20955,489100,560,873.39,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8.275,0
1677,AL BARSHA SOUTH FOURTH,25.047618,55.211000000000006,480000,514,933.85,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8.275,0
1678,BUSINESS BAY,25.181304,55.252577,850000,410,2073.17,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,43,8.518604651162791,1
1679,AL HEBIAH THIRD,24.98987,55.379105,330000,294,1122.45,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8.1,0
1680,MARSA DUBAI,25.078241,55.137487,650000,693,937.95,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
1681,AL BARSHA SOUTH FOURTH,25.050516,55.19973,680000,770,883.12,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
1682,MARSA DUBAI,25.0799,55.13193100000001,5170000,1959,2639.1,4,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
1683,AL BARSHA SOUTH FOURTH,25.048095,55.206373,595000,743,800.81,1,2,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,8.275,0
1684,BURJ KHALIFA,25.186913,55.277919,1500000,985,1522.84,1,2,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
1685,BURJ KHALIFA,25.201718,55.270983,3950000,2010,1965.17,3,3,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,100,8.701,1
1686,AL THANYAH THIRD,25.094173,55.169437,1780000,2050,868.29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
1688,MARSA DUBAI,25.074958,55.138542,935000,609,1535.3,1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,100,8.448,0
1689,BURJ KHALIFA,25.195237,55.271449,4362888,1192,3660.14,2,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1690,BURJ KHALIFA,25.196489,55.272126,19498888,5253,3711.95,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1691,AL BARSHA SOUTH FOURTH,25.051846,55.21530500000001,420000,887,473.51,1,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
1692,AL THANYAH THIRD,25.094276,55.170207,1790000,2128,841.17,3,4,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28,7.825,1
1693,BURJ KHALIFA,25.195483,55.271797,1586888,607,2614.31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
1694,MARSA DUBAI,25.080787,55.13738000000001,2000000,2921,684.7,3,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.448,0
1695,AL HEBIAH FIRST,25.048067,55.24704200000001,1175000,2218,529.76,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7.958064516129032,0
1696,AL HEBIAH FIRST,25.043586,55.246784,900000,1550,580.65,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7.958064516129032,0
1697,BURJ KHALIFA,25.201204,55.270189,11000000,3134,3509.89,5,6,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1698,BUSINESS BAY,25.191189,55.283374,850000,455,1868.13,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,43,8.518604651162791,1
1699,AL YALAYIS 2,25.005753,55.295312,1088888,1410,772.26,3,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8.25,0
1700,AL YALAYIS 2,25.004936,55.296535,1088888,1365,797.72,3,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,8.25,0
1701,AL THANYAH FIFTH,25.075364,55.14530799999999,650000,896,725.45,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,51,8.21764705882353,2
1702,AL THANYAH FIFTH,25.069288,55.139396,920000,1184,777.03,2,3,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,51,8.21764705882353,2
1703,AL THANYAH FIFTH,25.076309,55.145389,3000000,3593,834.96,3,4,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,51,8.21764705882353,2
1704,MARSA DUBAI,25.080327,55.13821899999999,3350000,3112,1076.48,4,4,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,100,8.448,0
1705,NAKHLAT JUMEIRA,25.11594,55.140737,4400000,2398,1834.86,3,4,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
1706,BUSINESS BAY,25.187446,55.26749,480000,513,935.67,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,43,8.518604651162791,1
1707,AL KHEERAN,25.218977,55.367945,2100000,2267,926.33,3,4,2,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,64,7.984375,0
1708,MARSA DUBAI,25.081955,55.138863,695000,713,974.75,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.448,0
1709,AL KIFAF,25.233787,55.294217,2100000,1612,1302.73,2,2,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,3,8.466666666666667,1
1710,MARSA DUBAI,25.080162,55.13786999999999,2749000,2455,1119.76,4,5,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1711,AL SAFOUH FIRST,25.108627,55.178031,839000,906,926.05,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8.674285714285714,0
1712,MARSA DUBAI,25.083858,55.138714,5900000,1923,3068.12,2,3,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1713,MARSA DUBAI,25.077327,55.140317,3000000,1867,1606.86,3,3,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1714,AL BARSHA SOUTH FOURTH,25.051513,55.207733,711000,747,951.81,1,2,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,4,8.275,0
1715,UMM SUQEIM FIRST,25.137198,55.189006000000006,1444000,875,1650.29,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,38,8.023684210526316,0
1716,AL THANYAH THIRD,25.09003,55.170014,1750000,1642,1065.77,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,7.825,1
1717,NAKHLAT JUMEIRA,25.112193,55.138635,3511888,1666,2107.98,3,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,8.488888888888889,0
1718,NAKHLAT JUMEIRA,25.112193,55.138635,624888,321,1946.69,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,8.488888888888889,0
1719,JUMEIRA FIRST,25.240419,55.25277,2270000,1216,1866.78,2,3,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,97,8.430927835051547,0
1720,AL BARSHA SOUTH FOURTH,25.047662,55.198611,1200000,1218,985.22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
1721,MARSA DUBAI,25.069516,55.127361,1750000,2761,633.83,3,4,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1722,BURJ KHALIFA,25.191527,55.274545,2150000,1367,1572.79,2,2,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
1724,MARSA DUBAI,25.081955,55.138863,699999,713,981.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
1725,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,896000,915,979.23,1,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,8.200000000000001,0
1726,MARSA DUBAI,25.082591,55.142183,777950,709,1097.25,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
1727,AL HEBIAH FIRST,25.044699,55.246543,600000,1044,574.71,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,7.958064516129032,0
1728,MARSA DUBAI,25.088431,55.146759,1000000,1305,766.28,2,3,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,100,8.448,0
1729,AL JADAF,25.226946,55.343628,6800000,4070,1670.76,4,4,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,18,8.0,1
1730,AL HEBIAH FIRST,25.045454,55.248316,450000,625,720.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,7.958064516129032,0
1731,WADI AL SAFA 3,25.100474,55.31365400000001,1307392,966,1353.41,1,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,8.766666666666666,0
1732,JABAL ALI FIRST,25.023846,55.105457,690777,730,946.27,2,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,49,7.887755102040816,2
1733,AL HEBIAH FOURTH,25.031902,55.223079000000006,330000,454,726.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.208333333333334,0
1734,AL HEBIAH FOURTH,25.038332,55.20485600000001,400000,709,564.17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.208333333333334,0
1735,NAKHLAT JUMEIRA,25.116492,55.141387,1850000,1296,1427.47,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,99,8.488888888888889,0
1736,AL BARSHA SOUTH FOURTH,25.047618,55.211000000000006,650000,514,1264.59,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
1737,NADD AL SHIBA FIRST,25.150828,55.295714,1249999,1534,814.86,2,3,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,8.754545454545454,0
1739,AL THANYAH FIFTH,25.076447,55.146011,500000,620,806.45,1,1,2,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,51,8.21764705882353,2
1740,AL SAFOUH FIRST,25.108984,55.177657,2000000,1783,1121.7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8.674285714285714,0
1741,NAKHLAT JUMEIRA,25.107353,55.148401,1200000,1633,734.84,2,3,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,99,8.488888888888889,0
1742,NAKHLAT JUMEIRA,25.125472,55.153066,1250000,791,1580.28,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,99,8.488888888888889,0
1743,BURJ KHALIFA,25.201718,55.270983,4600000,2019,2278.36,3,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,100,8.701,1
1744,AL THANYAH FIFTH,25.073851,55.144174,674000,940,717.02,1,2,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,51,8.21764705882353,2
1745,BURJ KHALIFA,25.196398,55.271002,1490000,1198,1243.74,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
